ID,Category,Region,WingStatus,Inventory ID,Country,Airline,Wing Identification,Circa,Material,Size,Hallmark,Clutch/Screw/Pin,Year Acquired,Source,Acquired by,Cost,Sale/Trade,Market Value,Condition,Date MV,Thumbnail,Photo,Reverse Photo,Memo,Additional Notes,Status
1207,M,3,Yes,CZE-M-AF-040,Czech Republic,Air Force,Pilot,1996,Metal,,,Screw,1996,,,,,,Excellent,,small_czemaf40.jpg,czemaf40.jpg,nopicture.gif,,,A
1208,M,3,Yes,CZE-M-AF-050,Czech Republic,Air Force,Master Pilot,1996,Metal,,,Screw,1996,,,,,,Excellent,,small_czemaf50.jpg,czemaf50.jpg,nopicture.gif,,,A
1209,M,3,Yes,DDR-M-AF-010,Germany - East,Air Force,Pilot,1960,Bullion,,,,2002,Ebay,Purchased,,,,Excellent,,small_ddrmaf10.jpg,ddrmaf10.jpg,nopicture.gif,,,A
1210,M,3,Yes,DDR-M-AF-030,Germany - East,Air Force,Pilot I,1960-1963,Metal,,,,1991,Berlin,Purchased,,,,Good,,small_ddrmaf30.jpg,ddrmaf30.jpg,nopicture.gif,,,A
1211,M,3,Yes,DDR-M-AF-040,Germany - East,Air Force,Pilot II,1960-1963,Metal,,,,1991,Berlin,Purchased,,,,Good,,small_ddrmaf40.jpg,ddrmaf40.jpg,nopicture.gif,,,A
1212,M,3,Yes,DDR-M-AF-050,Germany - East,Air Force,Pilot III,1960-1963,Metal,,,,1991,Berlin,Purchased,,,,Good,,small_ddrmaf50.jpg,ddrmaf50.jpg,nopicture.gif,,,A
1213,M,3,Yes,DDR-M-AF-055,Germany - East,Air Force,Pilot III,1960-1963,Metal,,,,1991,Berlin,Purchased,,,,Good,,small_ddrmaf55.jpg,ddrmaf55.jpg,nopicture.gif,,,A
1214,M,3,Yes,DDR-M-AF-100,Germany - East,Air Force,Pilot I,1974-1985,Metal,,,,1991,Berlin,Purchased,,,,Good,,small_ddrmaf100.jpg,ddrmaf100.jpg,nopicture.gif,,,A
1215,M,3,Yes,DDR-M-AF-103,Germany - East,Air Force,Pilot I,1974-1985,Metal,,,,1991,Berlin,Purchased,,,,Good,,small_ddrmaf103.jpg,ddrmaf103.jpg,nopicture.gif,,,A
1216,M,3,Yes,DDR-M-AF-110,Germany - East,Air Force,Pilot II,1974-1985,Metal,,,,1991,Berlin,Purchased,,,,Good,,small_ddrmaf110.jpg,ddrmaf110.jpg,nopicture.gif,,,A
1217,M,3,Yes,DDR-M-AF-120,Germany - East,Air Force,Pilot III,1974-1985,Metal,,,,1991,Berlin,Purchased,,,,Good,,small_ddrmaf120.jpg,ddrmaf120.jpg,nopicture.gif,,,A
1218,M,3,Yes,DDR-M-AF-200T,Germany - East,Air Force,Pilot M - 12000 (B),1986-1989,Metal,,,,1991,Berlin,Purchased,,,,Good,,small_ddrmaf200t.jpg,ddrmaf200t.jpg,nopicture.gif,,,A
1219,M,3,Yes,DDR-M-AF-210T,Germany - East,Air Force,Pilot I - 8000 (Blue),1986-1989,Metal,,,,1991,Berlin,Purchased,,,,Good,,small_ddrmaf210t.jpg,ddrmaf210t.jpg,nopicture.gif,,,A
1220,M,3,Yes,DDR-M-AF-220T,Germany - East,Air Force,Pilot II - 5000 (Blue),1986-1989,Metal,,,,1991,Berlin,Purchased,,,,Good,,small_ddrmaf220t.jpg,ddrmaf220t.jpg,nopicture.gif,,,A
1221,M,3,Yes,DDR-M-AF-230T,Germany - East,Air Force,Pilot III - 1500 (Blue),1986-1989,Metal,,,,1991,Berlin,Purchased,,,,Good,,small_ddrmaf230t.jpg,ddrmaf230t.jpg,nopicture.gif,,,A
1222,M,3,Yes,DDR-M-AF-300F,Germany - East,Air Force,Pilot M - 4000 (Red),1986-1989,Metal,,,,1991,Berlin,Purchased,,,,Good,,small_ddrmaf300f.jpg,ddrmaf300f.jpg,nopicture.gif,,,A
1223,M,3,Yes,DDR-M-AF-310F,Germany - East,Air Force,Pilot I - 2000 (Red),1986-1989,Metal,,,,1991,Berlin,Purchased,,,,Good,,small_ddrmaf310f.jpg,ddrmaf310f.jpg,nopicture.gif,,,A
1224,M,3,Yes,DDR-M-AF-320F,Germany - East,Air Force,Pilot II - 1000 (Red),1986-1989,Metal,,,,1991,Berlin,Purchased,,,,Good,,small_ddrmaf320f.jpg,ddrmaf320f.jpg,nopicture.gif,,,A
1225,M,3,Yes,DDR-M-AF-330F,Germany - East,Air Force,Pilot III - 500 (Red),1986-1989,Metal,,,,1991,Berlin,Purchased,,,,Good,,small_ddrmaf330f.jpg,ddrmaf330f.jpg,nopicture.gif,,,A
1226,M,3,Yes,DEU-M-AF-110,Germany (West),Air Force,Pilot,,Cloth,,,,1988,Donated - Geilenkirchen AB NATO,Donated,,,,Good,,small_deumaf110.jpg,deumaf110.jpg,nopicture.gif,This badge was used by all flight crews:  Pilot & Navigators,,A
1227,M,3,Yes,DEU-M-AF-120,Germany (West),Air Force,Pilot,,Metal,,,Clutch,1990,Donated - Geilenkirchen AB NATO,Donated,,,,Excellent,,small_deumaf120.jpg,deumaf120.jpg,nopicture.gif,Bronze tone,,A
1228,M,3,Yes,DEU-M-AF-130,Germany (West),Air Force,Senior Pilot,,Metal,,,Clutch,1990,Donated - Geilenkirchen AB NATO,Donated,,,,Excellent,,small_deumaf130.jpg,deumaf130.jpg,nopicture.gif,Silver tone,,A
1229,M,3,Yes,DEU-M-AF-140,Germany (West),Air Force,Command Pilot,,Metal,,,Clutch,1990,Donated - Geilenkirchen AB NATO,Donated,,,,Excellent,,small_deumaf140.jpg,deumaf140.jpg,nopicture.gif,Gold tone,,A
1230,M,3,Yes,DEU-M-N-100,Germany (West),Navy,Pilot,,Bullion,,,,1991,Donated - Geilenkirchen AB NATO,Donated,,,,Good,,small_deumn100.jpg,deumn100.jpg,nopicture.gif,,,A
1231,M,3,Yes,DNK-M-AF-030,Denmark,Air Force,Pilot,1989,Bullion/Metal,,,,1989,Donated - Geilenkirchen AB NATO,,,,,New,,small_dnkmaf30.jpg,dnkmaf30.jpg,nopicture.gif,,,A
1232,M,3,Yes,DNK-M-AF-040,Denmark,Air Force,Pilot,,Bullion/Metal,,,,2000,,,,,,Good,,small_dnkmaf40.jpg,dnkmaf40.jpg,nopicture.gif,,,A
1233,M,5,Yes,DZA-M-AF-020,Algeria,Air Force,Senior Pilot,,Metal,,,Clutch,,,Purchased,,,,Fair,,small_dzamaf20.jpg,dzamaf20.jpg,nopicture.gif,,,A
1234,M,4,Yes,DZA-M-AF-030,Algeria,Air Force,Command Pilot,,Metal,,,Pin,,,,,,,Good,,small_dzamaf30.jpg,dzamaf30.jpg,nopicture.gif,,,A
1235,M,2,Yes,ECU-M-A-040,Ecuador,"Army - ""AEE""",Pilot,1996,Metal,,,,1996,Harry Pugh,Purchased,$7.00 ,,,Excellent,,small_ecuma40.jpg,ecuma40.jpg,nopicture.gif,,,A
1236,M,2,Yes,ECU-M-A-050,Ecuador,"Army - ""AEE""",Senior Pilot,1996,Metal,,,,1996,Harry Pugh,Purchased,$7.00 ,,,Excellent,,small_ecuma50.jpg,ecuma50.jpg,nopicture.gif,M6,,A
1237,M,2,Yes,ECU-M-A-060,Ecuador,"Army - ""AEE""",Command Pilot,1996,Metal,,,,1996,Harry Pugh,Purchased,$7.00 ,,,Excellent,,small_ecuma60.jpg,ecuma60.jpg,nopicture.gif,,,A
1238,M,2,Yes,ECU-M-AF-040,Ecuador,"Air Force - ""FAE""",Pilot,2000,Metal,,,,2000,,,,,,Excellent,,small_ecumaf40.jpg,ecumaf40.jpg,nopicture.gif,1996,,A
1239,M,2,Yes,ECU-M-AF-050,Ecuador,"Air Force - ""FAE""",Senior Pilot,2000,Metal,,,,2000,,,,,,Excellent,,small_ecumaf50.jpg,ecumaf50.jpg,nopicture.gif,1996,,A
1240,M,2,Yes,ECU-M-AF-060,Ecuador,"Air Force - ""FAE""",Command Pilot,2000,Metal,,,,2000,,,,,,Excellent,,small_ecumaf60.jpg,ecumaf60.jpg,nopicture.gif,1996,,A
1241,M,2,Yes,ECU-M-N-040,Ecuador,Navy,Pilot,,Metal,,,,2003,Ecuador ,Purchased,$10.00 ,,,Excellent,,small_ecumn40.jpg,ecumn40.jpg,nopicture.gif,,,A
1242,M,2,Yes,ECU-M-N-050,Ecuador,Navy,Senior Pilot,,Metal,,,,2003,,Purchased,$10.00 ,,,Excellent,,small_ecumn50.jpg,ecumn50.jpg,nopicture.gif,,,A
1243,M,2,Yes,ECU-M-N-060,Ecuador,Navy,Command Pilot,,Metal,,,,2003,,Purchased,$10.00 ,,,Excellent,,small_ecumn60.jpg,ecumn60.jpg,nopicture.gif,,,A
1244,M,5,Yes,EGY-M-AF-60,Egypt,Air Force,Pilot,,Metal,,,,1991,Donated - USDAO,Donated,,,,Excellent,,small_egymaf60.jpg,egymaf60.jpg,nopicture.gif,,,A
1245,M,3,Yes,ESP-M-A-100,Spain,Army,Pilot,,Metal,,,Clutch,Feb-91,Trade - Javier Ramon,Trade,,,,Excellent,,small_espma100.jpg,espma100.jpg,nopicture.gif,,,A
1246,M,3,Yes,ESP-M-AF-100,Spain,Air Force,Pilot,,Metal,,,Heavy Clasp,Aug-90,Trade - Javier Ramon,Trade,,,,Very Good,,small_espmaf100.jpg,espmaf100.jpg,nopicture.gif,,,A
1247,M,3,Yes,ESP-M-AF-110,Spain,Air Force,Pilot,,Metal,,,Heavy Clasp,Aug-90,Trade - Javier Ramon,Trade,,,,Very Good,,small_espmaf110.jpg,espmaf110.jpg,nopicture.gif,,,A
1248,M,3,Yes,ESP-M-AF-120,Spain,Air Force,Pilot,,Metal,,,Heavy Clasp,Aug-90,Trade - Javier Ramon,Trade,,,,Very Good,,small_espmaf120.jpg,espmaf120.jpg,nopicture.gif,,,A
1249,M,3,Yes,ESP-M-N-100,Spain,Navy,Pilot,,Metal,,,Clutch,Feb-91,Trade - Javier Ramon,Trade,,,,Excellent,,small_espmn100.jpg,espmn100.jpg,nopicture.gif,,,A
1250,M,3,Yes,FIN-M-AF-040,Finland,Air Force,Pilot,,Metal,,,Screw,1992,Donated - USDAO,Donated,,,,Excellent,,small_finmaf40.jpg,finmaf40.jpg,nopicture.gif,,,A
1251,M,3,Yes,FRA-M-A-050,France,Army,Pilot,,Metal,,,Pin,,,,,,,Fair,,small_frama50.jpg,frama50.jpg,nopicture.gif,,,A
1252,M,3,Yes,FRA-M-A-058,France,Army,Pilot,,Metal,,,Pin,1992,Donated - P. Sochet,Donated,,,,Good,,small_frama58.jpg,frama58.jpg,nopicture.gif,,,A
1253,M,3,Yes,FRA-M-AF-050,France,Air Force,Student Pilot,,Metal,,,Pin,,trade,,,,,Good,,small_framaf50.jpg,framaf50.jpg,nopicture.gif,,INSIGNES OFFICIELS DRAGO,A
1254,M,3,Yes,FRA-M-AF-060,France,Air Force,Pilot,,Metal,,3.R.DE ROMAINVILLE PARIS,Pin,,,,,,,Good,,small_framaf60.jpg,framaf60.jpg,nopicture.gif,,,A
1255,M,3,Yes,FRA-M-AF-068,France,Air Force,Pilot,,Metal,,DRAGO PARIS,Pin,1992,Donated - P. Sochet,Donated,,,,Good,,small_framaf68.jpg,framaf68.jpg,nopicture.gif,,,A
1256,M,3,Yes,FRA-M-AF-080,France,Air Force,Helicopter Pilot,,Metal,,,Pin,,,Ebay,,,,Good,,small_framaf80.jpg,framaf80.jpg,nopicture.gif,,,A
1257,M,3,Yes,FRA-M-N-050,France,Navy,Pilot,,Metal,,,Pin,1992,Donated - P. Sochet,Donated,,,,Excellent,,small_framn50.jpg,framn50.jpg,nopicture.gif,,,A
1258,M,3,Yes,GBR-M-A-100,Great Britain,Army,Pilot,,Cloth,,,,,,,,,,Excellent,,small_gbrma100.jpg,gbrma100.jpg,nopicture.gif,,,A
1259,M,3,Yes,GBR-M-AF-020,Great Britain,"Royal Flying Corps - ""RFC""",Pilot,1917-1918,Metal,,,Prongs,3-Dec,Ebay,Purchased,$325.00 ,,,Good,,small_gbrmaf20.jpg,gbrmaf20.jpg,nopicture.gif,"Capt E.D. Asbury Pilot 49 SDN RFC, KIA 9/24/1918 Age 19",,A
1260,M,3,Yes,GBR-M-AF-100,Great Britain,"Air Force - ""RAF""",Pilot,1958-2004,Cloth,,,,1990,Donated - Geilenkirchen AB NATO,Donated,,,,Excellent,,small_gbrmaf100.jpg,gbrmaf100.jpg,nopicture.gif,,,A
1261,M,3,Yes,GBR-M-AF-105,Great Britain,"Air Force - ""RAF""",Pilot,1958-2004,Bullion,,,,1990,Donated - Geilenkirchen AB NATO,Donated,,,,Excellent,,small_gbrmaf105.jpg,gbrmaf105.jpg,nopicture.gif,Mess Dress Pilot Wings,,A
1262,M,3,Yes,GBR-M-N-050,Great Britain,Navy,Pilot,,Bullion,,,,,Louisville SOS,Purchased,,,,Good,,small_gbrmn50.jpg,gbrmn50.jpg,nopicture.gif,,,A
1263,M,3,Yes,GRC-M-A-050,Greece,Army,Pilot,,Cloth,,,,1991,Trade at Airshow Belgium,Trade,,,,Excellent,,small_grcma50.jpg,grcma50.jpg,nopicture.gif,,,A
1264,M,3,Yes,GRC-M-AF-050,Greece,Air Force,Pilot,,Cloth,,,,1990,Donated - Geilenkirchen AB NATO,Donated,,,,Excellent,,small_grcmaf50.jpg,grcmaf50.jpg,nopicture.gif,,,A
1265,M,2,Yes,GTM-M-A-040,Guatemala,Army,Pilot - NCO,,Metal,,,Clutch,1991,Donated - USDAO,Donated,,,,Good,,small_gtmma40.jpg,gtmma40.jpg,nopicture.gif,,,A
1266,M,2,Yes,GTM-M-A-050,Guatemala,Army,Pilot - Officer,,Metal,,,Clutch,1991,Donated - USDAO,Donated,,,,Good,,small_gtmma50.jpg,gtmma50.jpg,nopicture.gif,,,A
1267,M,2,Yes,GTM-M-AF-040,Guatemala,Air Force,Pilot,,Metal,,,Clutch,1-Jun,Ebay,Purchased,$21.22 ,,,Excellent,,small_gtmmaf40.jpg,gtmmaf40.jpg,nopicture.gif,,,A
1268,M,2,Yes,GTM-M-AF-060,Guatemala,Air Force,Command Pilot,,Metal,,,Clutch,1-Jun,Ebay,Purchased,$26.68 ,,,Excellent,,small_gtmmaf60.jpg,gtmmaf60.jpg,nopicture.gif,,,A
1269,M,3,Yes,HKG-M-AF-030,Hong Kong ,"Air Force - ""RHKAAF""",Pilot,,Metal,,,,1992,Military,Purchased,,,,Excellent,,small_hkgmaf30.jpg,hkgmaf30.jpg,nopicture.gif,,,A
1270,M,3,Yes,HKG-M-AF-040,Hong Kong ,"Air Force - ""HKGFS""",Pilot,,Metal,,,,2003,Ebay,Purchased,,,,Excellent,,small_hkgmaf40.jpg,hkgmaf40.jpg,nopicture.gif,All silver tone.  Poor photo,,A
1271,M,3,Yes,HKG-M-AF-050,Hong Kong ,Air Force,Pilot,,Metal,,,,2003,Ebay,Purchased,,,,Excellent,,small_hkgmaf50.jpg,hkgmaf50.jpg,nopicture.gif,All silver tone.  Poor photo,,A
1272,M,2,Yes,HND-M-AF-050,Honduras,Air Force,Pilot,,Metal,,,Clutch,1992,Donated - Maj Glen Williams - USDAO,Donated,,,,Excellent,,small_hndmaf50.jpg,hndmaf50.jpg,nopicture.gif,,,A
1273,M,2,Yes,HND-M-AF-060,Honduras,Air Force,Senior Pilot,,Metal,,,Clutch,1-Jun,Ebay,Purchased,,,,Excellent,,small_hndmaf60.jpg,hndmaf60.jpg,nopicture.gif,,,A
1274,M,3,Yes,HUN-M-AF-100,Hungary,Air Force,Pilot - Master 1,1960's,Metal,,,Screw,,,,,,,Good,,small_hunmaf100.jpg,hunmaf100.jpg,nopicture.gif,,,A
1275,M,3,Yes,HUN-M-AF-110,Hungary,Air Force,Pilot - 1,1960's,Metal,,,Clip,Mar-91,Ingo Meyer,Trade,,,,Good,,small_hunmaf110.jpg,hunmaf110.jpg,nopicture.gif,,,A
1276,M,3,Yes,HUN-M-AF-120,Hungary,Air Force,Pilot - 2,1960's,Metal,,,Clip,May-98,Albert Lohr,Trade - Chile PW ,,,,Good,,small_hunmaf120.jpg,hunmaf120.jpg,nopicture.gif,,,A
1277,M,3,Yes,HUN-M-AF-130,Hungary,Air Force,Pilot - 3,1960's,Metal,,,Clip,May-98,Albert Lohr,Trade Malaysia PW,,,,Good,,small_hunmaf130.jpg,hunmaf130.jpg,nopicture.gif,,,A
1278,M,3,Yes,HUN-M-AF-160,Hungary,Air Force,Pilot - 3,1980's,Metal,,,Clip,Mar-91,Ingo Meyer,Trade,,,,Good,,small_hunmaf160.jpg,hunmaf160.jpg,nopicture.gif,,,A
1279,M,5,Yes,IDN-M-AF-050,Indonesia,Air Force,Pilot,,Metal,,,Clutch,May-98,Harry Pugh,Purchased,$11.00 ,,,Excellent,,small_indmaf50.jpg,indmaf50.jpg,nopicture.gif,,,A
1280,M,3,Yes,IRL-M-AF-050,Ireland,Air Force,Pilot,2004,Bullion,,,,4-Apr,James Perkins,Trade with Albert Lohr via James,$15.00 ,,,Excellent,,small_irlmaf50.jpg,irlmaf50.jpg,nopicture.gif,,,A
1281,M,5,???,ISR-M-AF-010,Israel,Air Force,Pilot  ???,,Metal,,,Pin,,,Purchased,,,,Good,,small_isrmaf10.jpg,isrmaf10.jpg,nopicture.gif,Help Identify - Bob Glickman indicates this is not a pilot wing! Need second source,,A
1282,M,5,???,ISR-M-AF-015,Israel,Air Force,Pilot  ???,,Metal,,,Screw,,,Purchased,,,,Good,,small_isrmaf15.jpg,isrmaf15.jpg,nopicture.gif,Help Identify - Bob Glickman indicates this is not a pilot wing! Need second source,,A
1283,M,5,Yes,ISR-M-AF-020,Israel,Air Force,Laison Pilot,1970's,Cloth,,,,1-May,Ebay,Purchased,,,,Good,,small_isrmaf20.jpg,isrmaf20.jpg,nopicture.gif,,,A
1284,M,5,Yes,ISR-M-AF-030,Israel,Air Force,Pilot,1970's,Cloth,,,,1-May,Ebay,Purchased,,,,Good,,small_isrmaf30.jpg,isrmaf30.jpg,nopicture.gif,,,A
1285,M,5,Yes,ISR-M-AF-040,Israel,Air Force,Pilot,1990,Cloth,,,Clutch,1990,Lt LiAvigad IAF,Traded for USAF PW,,,,Excellent,,small_isrmaf40.jpg,isrmaf40.jpg,nopicture.gif,,,A
1286,M,3,Yes,ITA-M-A-050,Italy,Army,Pilot,,Metal,,,Pin,,,,,,,Good,,small_itama50.jpg,itama50.jpg,nopicture.gif,,,A
1287,M,3,Yes,ITA-M-A-055,Italy,Army,Pilot,,Metal,,,Pin,,,,,,,Excellent,,small_itama55.jpg,itama55.jpg,nopicture.gif,Center is dark blue/purple.,,A
1288,M,3,Yes,ITA-M-AF-050,Italy,Air Force,Pilot,1940's,Metal,,,Pin,1991,Ingo Meyer,Traded,,,,Good,,small_itamaf50.jpg,itamaf50.jpg,nopicture.gif,,,A
1289,M,3,Yes,ITA-M-AF-100,Italy,Air Force,Pilot,1990's,Metal,,,Pin,1990,Donated - Geilenkirchen AB NATO,Donated,,,,Excellent,,small_itamaf100.jpg,itamaf100.jpg,nopicture.gif,type 1,,A
1290,M,3,Yes,ITA-M-AF-110,Italy,Air Force,Pilot,1990's,Metal,,,Pin,1990,Donated - Geilenkirchen AB NATO,Donated,,,,Excellent,,small_itamaf110.jpg,itamaf110.jpg,nopicture.gif,type 2,,A
1291,M,4,Yes,IVC-M-AF-030,Ivory Coast,Air Force,Pilot,,Metal,,,Pin ,1991,Donated - Lt Col J. Mitchell USDAO,Donated,,,,Good,,small_ivcmaf30.jpg,ivcmaf30.jpg,nopicture.gif,,,A
1292,M,2,Yes,JAM-M-AF-030,Jamaica,"Air Force - ""JDF""",Pilot,1990's,Cloth,,,,1992,,,,,,Excellent,,small_jammaf30.jpg,jammaf30.jpg,nopicture.gif,,,A
1293,M,5,Yes,JOR-M-AF-050,Jordan,Air Force,Pilot,,Bullion,,,,,,,,,,Good,,small_jormaf50.jpg,jormaf50.jpg,nopicture.gif,Help Identify - Differences between Jordian Wings,,A
1294,M,5,Yes,JOR-M-AF-060,Jordan,Air Force,Pilot,,Bullion,,,,,,,,,,Good,,small_jormaf60.jpg,jormaf60.jpg,nopicture.gif,Help Identify - Differences between Jordian Wings,,A
1295,M,5,Yes,JOR-M-AF-070,Jordan,Air Force,Pilot,,Bullion,,,,,Donated - Jordan Embassy Washington,Donated,,,,Excellent,,small_jormaf70.jpg,jormaf70.jpg,nopicture.gif,Help Identify - Differences between Jordian Wings,,A
1296,M,5,Yes,JOR-M-AF-080,Jordan,Air Force,Pilot,,Cloth,,,,,Donated - Jordan Embassy Washington,Donated,,,,Excellent,,small_jormaf80.jpg,jormaf80.jpg,nopicture.gif,Help Identify - Differences between Jordian Wings,,A
1297,M,5,Yes,JPN-M-AF-050,Japan,Air Force,Pilot,1940's,Cloth,,,,4-Mar,,Purchased,$10.00 ,,,Good,,small_jpnmaf50.jpg,jpnmaf50.jpg,nopicture.gif,,,A
1298,M,5,Yes,JPN-M-AF-100,Japan,Air Force,Pilot,1980's,Metal,,,Clutch,1987,Donated - Maj Harvey USAF AWACS,Donated,,,,Excellent,,small_jpnmaf100.jpg,jpnmaf100.jpg,nopicture.gif,,,A
1299,M,5,Yes,KHM-M-AF-030,Cambodia,Air Force,Pilot,2004,Metal,,,Pin,2004,,Purchased,$15.00 ,,,Excellent,,small_khmmaf30.jpg,khmmaf30.jpg,nopicture.gif,,,A
1300,M,5,Yes,KOR-M-AF-050,Korea,Air Force,Pilot,,Metal,,,Clutch,1989,Donated,Donated,,,,Excellent,,small_kormaf50.jpg,kormaf50.jpg,nopicture.gif,,,A
1301,M,5,Yes,KWT-M-AF-030,Kuwait,Air Force,Pilot,1990's,Metal,,,Pin,1994,Donated,Donated,,,,Excellent,,small_kwtmaf30.jpg,kwtmaf30.jpg,nopicture.gif,,,A
1302,M,5,Yes,KWT-M-AF-040,Kuwait,Air Force,Pilot,1990's,Cloth,,,,1994,Donated - Kuwait Embassy,Donated,,,,Excellent,,small_kwtmaf40.jpg,kwtmaf40.jpg,nopicture.gif,,,A
1303,M,5,Yes,LKA-M-AF-020,Ceylon (Sri Lanka),Air Force,Pilot,,Cloth,,,,1993,NYC Flea Market,Purchased,,,,Good,,small_lkamaf20.jpg,lkamaf20.jpg,nopicture.gif,"Flat, Not Padded ",,A
1304,M,4,Yes,LSO-M-AF-030,Lesotho,Air Force,Pilot,,Metal,,,Clutch,4-Jan,Ebay,Purchased,$17.00 ,,,Excellent,,small_lsomaf30.jpg,lsomaf30.jpg,nopicture.gif,Bronse for Basic Pilot,,A
1305,M,3,Yes,LUX-M-AF-050,NATO AWACS,Air Force,"Pilot ""FP""",1988-1992,Leather,,,,1988,Issued - Geilenkirchen AB NATO,Issued,,,,Excellent,,small_luxmaf50.jpg,luxmaf50.jpg,nopicture.gif,US (United States) FP (First Pilot) OF2 (Captain)  - My Pilot Wings,,A
1306,M,3,Yes,LUX-M-AF-060,NATO AWACS,Air Force,"Pilot ""P""",1988-1992,Leather,,,,1988,Issued - Geilenkirchen AB NATO,Issued,,,,Excellent,,small_luxmaf60.jpg,luxmaf60.jpg,nopicture.gif,US (United States) P  (Pilot) OF2 (Captain) - My Pilot Wings,,A
1307,M,3,Yes,LUX-M-AF-090,NATO AWACS,Air Force,"Pilot ""P"" Blue",1990-1992,Cloth,,,,1991,Purchased - Geilenkirchen AB NATO,Purchased,,,,Excellent,,small_luxmaf90.jpg,luxmaf90.jpg,nopicture.gif,US (United States) Pilot Capt - Blue for Squadron 3 - My Pilot Wings,,A
1308,M,2,Yes,MEX-M-AF-035,Mexico,"Air Force -  ""R - FAM""",Pilot,,Metal,,,Clutch,4-Feb,Purchased - Louisville SOS,Purchased,$35.00 ,,,Good,,small_mexmaf35.jpg,mexmaf35.jpg,nopicture.gif,,,A
1309,M,2,Yes,MEX-M-AF-050,Mexico,"Air Force -  ""FAM""",Pilot,1990's,Metal,,,Clutch,,,,,,,Good,,small_mexmaf50.jpg,mexmaf50.jpg,nopicture.gif,,,A
1310,M,2,Yes,MEX-M-AF-060,Mexico,"Air Force -  ""FAM""",Pilot,1990's,Metal,,,Clutch,,Purchased - Mexico City,Purchased,,,,Excellent,,small_mexmaf60.jpg,mexmaf60.jpg,nopicture.gif,,,A
1311,M,2,Yes,MEX-M-N-040,Mexico,Navy,Pilot,,Metal,,,Screw,Jul-93,Purchased - Monti,Purchased,$50.00 ,,,Good,,small_mexmn40.jpg,mexmn40.jpg,nopicture.gif,,,A
1312,M,5,Yes,MYS-M-AF-030,Malaysia,Air Force,Pilot,,Cloth,,,,1991,,,,,,Excellent,,small_mysmaf30.jpg,mysmaf30.jpg,nopicture.gif,,,A
1313,M,5,Yes,MYS-M-AF-040,Malaysia,Air Force,Pilot,1990's,Bullion,,,,Jul-93,,Trade,,,,Excellent,,small_mysmaf40.jpg,mysmaf40.jpg,nopicture.gif,,,A
1314,M,5,Yes,MYS-M-AF-050,Malaysia,Air Force,Pilot,1990's,Cloth,,,,Jul-93,,Trade,,,,Excellent,,small_mysmaf50.jpg,mysmaf50.jpg,nopicture.gif,,,A
1315,M,4,Yes,NAM-M-AF-030,Namibia - South West Africa,Air Force,Pilot,pre 1988,Metal,75.3,,Clutch,4-Jan,Ebay,Purchased,$23.00 ,,,Excellent,,small_nammaf30.jpg,nammaf30.jpg,nopicture.gif,,,A
1316,M,4,Yes,NAM-M-AF-050,Namibia,Air Force,Pilot,,Cloth,,,,,Purchased - Harry Pugh,Purchased,,,,Excellent,,small_nammaf50.jpg,nammaf50.jpg,nopicture.gif,,,A
1317,M,4,Yes,NAM-M-AF-060,Namibia,Air Force,Pilot,,Cloth,,,,,Purchased - Harry Pugh,Purchased,,,,Excellent,,small_nammaf60.jpg,nammaf60.jpg,nopicture.gif,,,A
1318,M,4,Yes,NER-M-AF-030,Niger,Air Force,Pilot,,Metal,,DRAGO,Pin,Jan-99,Purchased - Harry Pugh,Purchased,$12.00 ,,,Good,,small_nermaf30.jpg,nermaf30.jpg,nopicture.gif,,,A
1319,M,2,Yes,NIC-M-AF-040,Nicaragua,Air Force,Pilot,,Metal,,,Clutch,2002,Ebay,Purchased,,,,Excellent,,small_nicmaf40.jpg,nicmaf40.jpg,nopicture.gif,,,A
1320,M,3,Yes,NLD-M-AF-040,Netherlands,Air Force,Pilot,,Metal,,,,,,,,,,Good,,small_nldmaf40.jpg,nldmaf40.jpg,nopicture.gif,,,A
1321,M,3,Yes,NLD-M-AF-050,Netherlands,Air Force,Pilot,1980-1990's,Metal,,,,1989,Donated - Geilenkirchen AB NATO,Donated,,,,Excellent,,small_nldmaf50.jpg,nldmaf50.jpg,nopicture.gif,,,A
1322,M,3,Yes,NLD-M-N-050,Netherlands,Navy,Pilot,1990's,Metal,,,,,,Purchased,,,,Excellent,,small_nldmn50.jpg,nldmn50.jpg,nopicture.gif,,,A
1323,M,3,Yes,NOR-M-A-050,Norway,Army,Pilot - NCO,1990's,Metal,,,Clutch,1992,,,,,51,Excellent,May-04,small_norma50.jpg,norma50.jpg,nopicture.gif,,,A
1324,M,3,Yes,NOR-M-A-060,Norway,Army,Pilot - Officer,1990's,Metal,,,Clutch,1992,,,,,,Excellent,,small_norma60.jpg,norma60.jpg,nopicture.gif,,,A
1325,M,3,Yes,NOR-M-AF-030,Norway,Air Force,Pilot,1940's,Metal,,Sterling,Pin,2003,Ebay,,,,,Good,,small_normaf30.jpg,normaf30.jpg,nopicture.gif,,,A
1326,M,3,Yes,NOR-M-AF-040,Norway,Air Force,Pilot,1980-1990's,Metal,,,Pin,1990,"Purchased - Oerland AB, Norway",Purchased,,,65,Excellent,May-04,small_normaf40.jpg,normaf40.jpg,nopicture.gif,,,A
